Job title,Age,Industry,Salary,Bonus,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
pharmaceutical process engineer,35-44,engineering or manufacturing,110000.0,0.0,110000.0,United States,Michigan,Ann Arbor,11 - 20 years,11 - 20 years,College degree,Woman,White
senior developer,45-54,computing or tech,100000.0,0.0,100000.0,United States,New Hampshire,Hanover,21 - 30 years,21 - 30 years,Master's degree,Woman,White
senior administrative assistant ,35-44,pharmaceuticals,38800.0,4000.0,53182.17102508685,United Kingdom,Other,"Canbridge, UK",8 - 10 years,2 - 4 years,College degree,Woman,White
librarian,35-44,education (higher education),50900.0,0.0,50900.0,United States,Arizona,Phoenix,11 - 20 years,11 - 20 years,Master's degree,Woman,White
attorney,35-44,law,100000.0,500.0,100500.0,United States,New York,New York City,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
accounting manager ,45-54,"accounting, banking & finance",103000.0,5000.0,108000.0,United States,Washington,Auburn,21 - 30 years,21 - 30 years,Some college,Woman,White
physician,25-34,health care,220000.0,0.0,220000.0,United States,California,Palo Alto,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
data scientist iii,25-34,education (higher education),61500.0,0.0,61500.0,United States,Arizona,Tucson,8 - 10 years,5-7 years,Master's degree,Woman,White
processing archivist and records manager,25-34,education (higher education),54000.0,0.0,54000.0,United States,Oregon,Salem,2 - 4 years,2 - 4 years,Master's degree,Woman,White
digital marketing manager,35-44,"marketing, advertising & pr",69000.0,0.0,51638.31527295032,Canada,Other,Vancouver,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
sales manager ,35-44,"accounting, banking & finance",44750.0,500.0,45250.0,United States,Ohio,Wauseon,21 - 30 years,21 - 30 years,Some college,Woman,White
executive assistant,45-54,law,110000.0,0.0,110000.0,United States,Washington,Seattle,31 - 40 years,31 - 40 years,Some college,Woman,White
psychology technician,18-24,government and public administration,52000.0,0.0,52000.0,United States,California,Palo Alto,2 - 4 years,1 year or less,College degree,Woman,White
food service director,35-44,"leisure, sport & tourism",29200.0,0.0,29200.0,United States,North Carolina,Hendersonville,21 - 30 years,5-7 years,College degree,Woman,White
learning experience coordinator,45-54,i work for indeed.com,68000.0,10000.0,78000.0,United States,Texas,Houston,21 - 30 years,11 - 20 years,College degree,Woman,White
teacher,35-44,education (primary/secondary),45000.0,0.0,45000.0,United States,Minnesota,"Burnsville, MN",2 - 4 years,2 - 4 years,College degree,Woman,White
department administrator,35-44,education (higher education),53500.0,750.0,54250.0,United States,New York,Buffalo,11 - 20 years,11 - 20 years,Master's degree,Woman,White
program assistant,25-34,education (primary/secondary),31657.0,0.0,31657.0,United States,Texas,60k Small City,5-7 years,5-7 years,Some college,Woman,White
development manager ,25-34,property or construction,76000.0,15000.0,91000.0,United States,Ohio,Cleveland,5-7 years,2 - 4 years,College degree,Woman,White
archivist,35-44,archives/library science,52500.0,0.0,52500.0,United States,Maryland,Rockville,5-7 years,2 - 4 years,Master's degree,Woman,White
project manager,35-44,geospatial,88007.0,5000.0,93007.0,United States,Oregon,Corvallis,11 - 20 years,8 - 10 years,Master's degree,Man,White
academic advisor i,35-44,education (higher education),38000.0,0.0,38000.0,United States,Georgia,Statesboro,11 - 20 years,1 year or less,Master's degree,Woman,White
veterinarian,45-54,veterinary medicine,135000.0,0.0,135000.0,United States,Minnesota,Minneapolis/St Paul metro area,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
specialist,35-44,health care,40000.0,5000.0,45000.0,United States,Tennessee,Memphis,11 - 20 years,8 - 10 years,Master's degree,Woman,White
science librarian,25-34,education (higher education),70000.0,0.0,70000.0,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,White
veterinarian ,35-44,health care,88000.0,0.0,88000.0,United States,North Carolina,Raleigh,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin, White"
editor,25-34,entertainment,54000.0,6000.0,60000.0,United States,California,Los Angeles,8 - 10 years,5-7 years,College degree,Woman,White
associate general counsel,25-34,law,170000.0,10000.0,180000.0,United States,Wisconsin,Telecommute from small town,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
head data scientist,35-44,computing or tech,167000.0,53000.0,220000.0,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
policy officer,25-34,nonprofits,48000.0,4500.0,39290.022490288284,Canada,Other,Winnipeg,2 - 4 years,1 year or less,Master's degree,Woman,White
"claims specialist ii, medical",35-44,insurance,70000.0,1500.0,71500.0,United States,Maryland,Columbia,11 - 20 years,8 - 10 years,Some college,Woman,White
paralegal,25-34,nonprofits,51000.0,100.0,51100.0,United States,Ohio,Cleveland,8 - 10 years,2 - 4 years,College degree,Woman,White
programmer,25-34,computing or tech,73000.0,0.0,54631.840796019904,Canada,Other,Montreal,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
senior improvement lead,35-44,government and public administration,95000.0,1500.0,119908.39962431965,United Kingdom,Other,London,11 - 20 years,8 - 10 years,College degree,Woman,White
sr salesforce administrator,45-54,computing or tech,110000.0,0.0,110000.0,United States,Oregon,Portland,21 - 30 years,11 - 20 years,College degree,Woman,White
teacher,45-54,education (primary/secondary),89000.0,2000.0,91000.0,United States,Washington,Vancouver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
marketing manager,25-34,computing or tech,100000.0,0.0,100000.0,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
manager of communications,35-44,"marketing, advertising & pr",75000.0,0.0,56128.60355755469,Canada,Other,Kitchener-Waterloo,11 - 20 years,11 - 20 years,Master's degree,Woman,White
account supervisor,35-44,business or consulting,75000.0,300.0,75300.0,United States,Illinois,Chicago,11 - 20 years,1 year or less,Master's degree,Woman,White
"sr hr manager, process & compliance",35-44,recruitment or hr,150000.0,15000.0,165000.0,United States,Michigan,Detroit,11 - 20 years,11 - 20 years,Master's degree,Woman,White
office manager,45-54,utilities & telecommunications,42000.0,0.0,42000.0,United States,North Carolina,Charlotte,21 - 30 years,21 - 30 years,College degree,Woman,White
executive assistant/group sales director ,25-34,nonprofits,54000.0,0.0,54000.0,United States,Massachusetts,Fall River,8 - 10 years,8 - 10 years,High School,Woman,White
"senior manager, operations",35-44,retail,117000.0,11700.0,128700.0,United States,California,San Francisco,11 - 20 years,2 - 4 years,College degree,Woman,White
accessibility coordinator,25-34,government and public administration,63826.0,0.0,47766.19000885981,Canada,Other,Cobourg,5-7 years,5-7 years,Master's degree,Woman,White
executive and project assistant ,45-54,retail,36000.0,0.0,44732.667217362774,United Kingdom,Other,Hull,21 - 30 years,11 - 20 years,Some college,Woman,White
bookkeeper,25-34,"accounting, banking & finance",54000.0,1000.0,41160.97594220677,Canada,Other,Kitchener,8 - 10 years,5-7 years,Master's degree,Woman,White
"director, space management and project development",45-54,education (higher education),165000.0,0.0,165000.0,United States,California,Davis,21 - 30 years,21 - 30 years,College degree,Woman,White
general manager,25-34,retail,42500.0,6400.0,48900.0,United States,Tennessee,Knoxville,8 - 10 years,2 - 4 years,College degree,Woman,White
director of annual giving,35-44,education (higher education),45000.0,0.0,45000.0,United States,Tennessee,Knoxville,8 - 10 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
design engineer,25-34,engineering or manufacturing,90000.0,0.0,90000.0,United States,Michigan,Detroit,2 - 4 years,2 - 4 years,College degree,Woman,White
learning designer,25-34,education (higher education),65000.0,0.0,65000.0,United States,Massachusetts,Cambridge,5-7 years,2 - 4 years,Master's degree,Woman,White
administrative assistant,25-34,nonprofits,48000.0,0.0,48000.0,United States,Pennsylvania,Pittsburgh,5-7 years,2 - 4 years,College degree,Woman,White
hr assistant,35-44,government and public administration,60130.0,0.0,45000.17242554352,Canada,Other,Toronto,11 - 20 years,11 - 20 years,Some college,Woman,White
administrative assistant,55-64,nonprofits,29470.0,0.0,29470.0,United States,North Carolina,Roxboro,21 - 30 years,8 - 10 years,College degree,Woman,White
program analyst,25-34,nonprofits,64000.0,0.0,64000.0,United States,District of Columbia,"Washington, DC",5-7 years,2 - 4 years,Master's degree,Man,White
bicycle mechanic/ski technician ,35-44,"leisure, sport & tourism",37544.0,0.0,37544.0,United States,Illinois,Chicago,11 - 20 years,5-7 years,Master's degree,Woman,White
senior software developer,35-44,education (higher education),59000.0,0.0,73311.8712729001,United Kingdom,Other,Cambridge,21 - 30 years,21 - 30 years,College degree,Woman,White
grants manager,25-34,nonprofits,81000.0,0.0,81000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,Master's degree,Woman,White
support administration,45-54,insurance,80000.0,0.0,80000.0,United States,California,Bay Area,21 - 30 years,5-7 years,Some college,Woman,White
rofessor,35-44,education (higher education),80000.0,0.0,87848.0,Germany,Other,Lemgo,11 - 20 years,11 - 20 years,PhD,Man,White
associate,25-34,law,155000.0,0.0,155000.0,United States,North Carolina,Raleigh,8 - 10 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
administrative technician,35-44,government and public administration,57200.0,0.0,57200.0,United States,California,Truckee,11 - 20 years,1 year or less,Master's degree,Woman,White
senior executive assistant,35-44,education (higher education),96000.0,0.0,96000.0,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
director,35-44,"marketing, advertising & pr",135000.0,27500.0,162500.0,United States,New York,New York City,11 - 20 years,8 - 10 years,College degree,Woman,White
head of children's services,45-54,nonprofits,62000.0,0.0,62000.0,United States,Michigan,Detroit,21 - 30 years,21 - 30 years,Master's degree,Woman,White
chief of staff,25-34,"accounting, banking & finance",82000.0,0.0,82000.0,United States,Pennsylvania,Sewickley,11 - 20 years,11 - 20 years,College degree,Woman,White
business analyst,45-54,computing or tech,125000.0,0.0,125000.0,United States,Virginia,Fairfax,21 - 30 years,11 - 20 years,Master's degree,Woman,White
senior gis data analyst,35-44,utilities & telecommunications,90656.0,9066.0,99722.0,United States,Ohio,Cincinnati,11 - 20 years,11 - 20 years,College degree,Man,White
associate director of community-engaged learning,25-34,education (higher education),45000.0,0.0,45000.0,United States,Michigan,This would probably out me,5-7 years,2 - 4 years,PhD,Woman,White
librarian,45-54,education (higher education),52000.0,0.0,52000.0,United States,South Carolina,Rock Hill,11 - 20 years,11 - 20 years,Master's degree,Woman,White
clinical neuropsychologist,25-34,health care,90000.0,10000.0,100000.0,United States,Rhode Island,Providence,2 - 4 years,2 - 4 years,PhD,Woman,White
research librarian ,45-54,law,60000.0,0.0,60000.0,United States,Ohio,Cincinnati,21 - 30 years,11 - 20 years,Master's degree,Woman,White
coordinator,18-24,education (higher education),58000.0,0.0,58000.0,United States,District of Columbia,Washington DC,2 - 4 years,2 - 4 years,Master's degree,Woman,White
director strategic member relations,35-44,trade association,111000.0,5000.0,116000.0,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
administrative assistant ,25-34,nonprofits,45000.0,0.0,45000.0,United States,North Carolina,Greensboro,2 - 4 years,2 - 4 years,College degree,Woman,White
senior assistant economist,25-34,government and public administration,35790.0,0.0,44471.726658594824,United Kingdom,Other,Yorkshire,5-7 years,5-7 years,College degree,Woman,White
office manager and executive assistant,45-54,"accounting, banking & finance",39600.0,5000.0,55418.80438595499,United Kingdom,Other,Birmingham,21 - 30 years,21 - 30 years,College degree,Woman,White
it systems administrator,25-34,computing or tech,108000.0,0.0,108000.0,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
compensation analyst,25-34,health care,54200.0,1000.0,55200.0,United States,Louisiana,Baton Rouge,5-7 years,2 - 4 years,Master's degree,Woman,White
geospatial analyst,35-44,government and public administration,70000.0,5000.0,56128.60355755469,Canada,Other,"Prefer not to answer, moderate size canadian city",11 - 20 years,11 - 20 years,College degree,Woman,White
physical therapy,35-44,health care,96428.0,0.0,96428.0,United States,Wisconsin,Franklin,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,"Black or African American, White"
young adult librarian,25-34,"public library (non-profit, but also government?)",62000.0,0.0,62000.0,United States,New York,New York City,11 - 20 years,2 - 4 years,Master's degree,Woman,White
program coordinator,25-34,education (primary/secondary),85000.0,0.0,85000.0,United States,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree,Woman,White
development associate,25-34,nonprofits,48000.0,0.0,48000.0,United States,Washington,Seattle,5-7 years,2 - 4 years,College degree,Woman,"Middle Eastern or Northern African, White"
manager,35-44,government and public administration,121000.0,0.0,81236.30471998044,New Zealand,Other,Christchurch,21 - 30 years,5-7 years,College degree,Woman,White
office associate,65 or over,government and public administration,50000.0,0.0,50000.0,United States,Illinois,Chicago,41 years or more,11 - 20 years,College degree,Woman,White
engineer manager,35-44,government and public administration,76500.0,0.0,76500.0,United States,Pennsylvania,Harrisburg,11 - 20 years,11 - 20 years,College degree,Woman,White
