Job title,Age,Industry,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
associate scientist,35-44,scientific research,120000.0,United States,Massachusetts,Eastern MA (not Boston),8 - 10 years,8 - 10 years,PhD,Woman,White
assistant professor,25-34,education (higher education),93992.4186842749,Australia,Other,Perth,11 - 20 years,5-7 years,PhD,Man,Asian or Asian American
principal policy analyst,55-64,education (higher education),98000.0,United States,California,Oakland,8 - 10 years,8 - 10 years,Master's degree,Woman,White
senior internal auditor,45-54,manufacturing,90050.0,United States,Texas,Dallas,21 - 30 years,2 - 4 years,Master's degree,Woman,White
program specialist ,35-44,education (higher education),47000.0,United States,Arkansas,Fayetteville,11 - 20 years,5-7 years,Master's degree,Woman,White
director of communications,25-34,"marketing, advertising & pr",64000.0,United States,Nebraska,Omaha,8 - 10 years,8 - 10 years,College degree,Woman,White
assistant director,25-34,nonprofits,68000.0,United States,Michigan,Detroit,8 - 10 years,5-7 years,Master's degree,Woman,White
account director,35-44,"marketing, advertising & pr",138000.0,United States,Pennsylvania,Conshohocken,11 - 20 years,11 - 20 years,Some college,Woman,Black or African American
application developer,35-44,computing or tech,48644.789749880736,Canada,Other,Kitchener,11 - 20 years,5-7 years,College degree,Man,Black or African American
medical physicist,35-44,health care,183600.0,United States,Pennsylvania,Rural,11 - 20 years,8 - 10 years,Master's degree,Woman,White
researcher and writer,25-34,"marketing, advertising & pr",43200.0,United States,Louisiana,New Orleans,11 - 20 years,8 - 10 years,College degree,Woman,White
vice president of operations,25-34,nonprofits,125000.0,United States,New York,New York City,8 - 10 years,5-7 years,College degree,Woman,White
photographer ,35-44,art & design,77000.0,United States,Florida,West Palm Beaxh,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
human resources business partner,35-44,nonprofits,75000.0,United States,Nevada,Carson City,11 - 20 years,8 - 10 years,College degree,Woman,White
public information officer,35-44,government and public administration,76000.0,United States,Maryland,Salisbury,11 - 20 years,11 - 20 years,College degree,Man,White
compliance analyst,25-34,computing or tech,83700.0,United States,Virginia,Crystal City,5-7 years,5-7 years,College degree,Woman,White
"director, software engineering",25-34,computing or tech,173874.0,United States,Minnesota,St. Louis Park,11 - 20 years,11 - 20 years,Master's degree,Man,White
"planner, chief marketing manager",25-34,business or consulting,78500.0,United States,Tennessee,Nashville,2 - 4 years,2 - 4 years,College degree,Woman,White
hr operations manager,25-34,recruitment or hr,135000.0,United States,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman,White
senior associate ,25-34,business or consulting,102000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,White
senior account manager,55-64,business or consulting,57500.0,United States,New Mexico,Santa Fe,21 - 30 years,8 - 10 years,College degree,Woman,White
customer service manager,25-34,retail,75000.0,United States,Colorado,Boulder,5-7 years,2 - 4 years,College degree,Man,White
associate,35-44,law,100000.0,United States,Massachusetts,Springfield,8 - 10 years,2 - 4 years,Master's degree,Woman,White
box office manager,25-34,entertainment,54000.0,United States,Virginia,Arlington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
systems engineer ii,25-34,medical devices,91155.0,United States,Massachusetts,Burlington,5-7 years,2 - 4 years,College degree,Woman,White
senior graphic designer,35-44,art & design,75000.0,United States,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,Master's degree,Woman,White
department chair,45-54,education (primary/secondary),85000.0,United States,Other,Prefer not to answer,21 - 30 years,21 - 30 years,Master's degree,Woman,White
administrator,25-34,nonprofits,47200.0,United States,Oklahoma,Tulsa,11 - 20 years,8 - 10 years,College degree,Woman,White
principal systems engineer ,35-44,engineering or manufacturing,60886.13037918822,United Kingdom,Other,Luton,11 - 20 years,11 - 20 years,College degree,Woman,White
planning manager,35-44,engineering or manufacturing,121500.0,United States,Virginia,Orange,11 - 20 years,11 - 20 years,Master's degree,Man,"White, Another option not listed here or prefer not to answer"
reporting analyst ii,25-34,"accounting, banking & finance",70000.0,United States,Wisconsin,Milwaukee,8 - 10 years,5-7 years,College degree,Woman,White
assistant dean,45-54,education (higher education),167000.0,United States,Other,Los Angeles,21 - 30 years,21 - 30 years,PhD,Woman,White
manager,25-34,education (higher education),85000.0,United States,Missouri,Saint Louis,5-7 years,2 - 4 years,PhD,Woman,White
data analyst,25-34,education (higher education),53800.0,United States,Massachusetts,Amherst,5-7 years,5-7 years,College degree,Woman,White
sales manager,25-34,publishing,60000.0,United States,District of Columbia,Washington DC,8 - 10 years,5-7 years,College degree,Woman,White
systems engineer,25-34,computing or tech,131500.0,United States,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Woman,White
communications specialist,25-34,government and public administration,68851.08703060042,Canada,Other,Vancouver,8 - 10 years,8 - 10 years,College degree,Woman,White
recruiter,25-34,recruitment or hr,93000.0,United States,Connecticut,Remote,8 - 10 years,5-7 years,College degree,Woman,White
database administrator,35-44,computing or tech,90000.0,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer
executive director,45-54,nonprofits,51638.31527295032,Canada,Other,Ottawa,11 - 20 years,8 - 10 years,PhD,Woman,White
statistician,35-44,government and public administration,84000.0,United States,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,PhD,Woman,White
associate editor,25-34,publishing,53500.0,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
software developer,25-34,computing or tech,45975.24130673396,United Kingdom,Other,Oxford,11 - 20 years,5-7 years,Master's degree,Man,White
faculty,35-44,education (higher education),101031.48640359844,Canada,Other,Vancouver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
senior data scientist,25-34,computing or tech,150000.0,United States,Connecticut,New Haven,5-7 years,5-7 years,Master's degree,Woman,White
assistant branch manager,25-34,"accounting, banking & finance",70000.0,United States,New York,Poughkeepsie,11 - 20 years,8 - 10 years,Some college,Woman,White
real estate manager,35-44,utilities & telecommunications,98000.0,United States,Washington,Woodinville,11 - 20 years,11 - 20 years,College degree,Woman,White
credit analyst,35-44,"accounting, banking & finance",56000.0,United States,Colorado,Boulder,11 - 20 years,8 - 10 years,College degree,Woman,White
communications specialist,18-24,nonprofits,47000.0,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
data engineer,35-44,computing or tech,125000.0,United States,California,Pasadena,8 - 10 years,1 year or less,PhD,Woman,White
senior auditor,35-44,"accounting, banking & finance",80000.0,United States,Illinois,Calumet City,11 - 20 years,11 - 20 years,College degree,Woman,White
controller,35-44,"accounting, banking & finance",89805.76569208752,Canada,Other,Montreal,21 - 30 years,21 - 30 years,College degree,Woman,White
research coordinator,45-54,nonprofits,62000.0,United States,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Woman,White
it project manager,25-34,computing or tech,129250.0,United States,Pennsylvania,Philadelphia,8 - 10 years,2 - 4 years,Master's degree,Woman,White
vp operations,25-34,entertainment,183325.0,United States,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Man,White
continuous improvement manager,25-34,engineering or manufacturing,102000.0,United States,Indiana,Fortville,5-7 years,5-7 years,College degree,Woman,White
design engineer,25-34,engineering or manufacturing,115000.0,United States,Illinois,Peoria,11 - 20 years,8 - 10 years,College degree,Man,White
assistant director of admissions,25-34,education (higher education),40000.0,United States,Virginia,Roanoke,5-7 years,1 year or less,College degree,Woman,White
consultant ,25-34,healthcare it,135000.0,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
sales development representative ,45-54,computing or tech,95000.0,United States,Iowa,Des Moines,21 - 30 years,11 - 20 years,College degree,Woman,White
project manager,35-44,art & design,71000.0,United States,Texas,Houston,11 - 20 years,8 - 10 years,Master's degree,Woman,White
electrical engineer,18-24,engineering or manufacturing,71070.0,United States,Ohio,Cleveland,2 - 4 years,2 - 4 years,College degree,Woman,White
director,35-44,law,70000.0,United States,Kentucky,Drop down menur was not working. Indianapolis Indiana.,11 - 20 years,11 - 20 years,Master's degree,Woman,White
director of communications,25-34,nonprofits,44000.0,United States,Wisconsin,Madison,5-7 years,5-7 years,College degree,Woman,White
r&d scientist,35-44,engineering or manufacturing,77475.0,United States,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,College degree,Woman,White
staff accountant ,25-34,"accounting, banking & finance",62500.0,United States,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,Master's degree,Woman,White
senior marketing specialist,35-44,"marketing, advertising & pr",103994.0,United States,Texas,Houston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
content specialist,45-54,property or construction,66000.0,United States,Missouri,St. Louis,21 - 30 years,8 - 10 years,College degree,Woman,White
finance manager,35-44,hospitality & events,62500.0,United States,Minnesota,Saint Paul,11 - 20 years,11 - 20 years,College degree,Man,White
planner,35-44,government and public administration,72000.0,United States,Washington,Everett,8 - 10 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
technical staff,25-34,computing or tech,147240.0,United States,Massachusetts,Lexington,11 - 20 years,8 - 10 years,PhD,Woman,White
director of human resources,45-54,government and public administration,107000.0,United States,Illinois,Suburb of Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White
crisis clinician ,25-34,social work,51000.0,United States,Vermont,Burlington,5-7 years,2 - 4 years,Master's degree,Woman,White
museum educator and planetarium presenter,35-44,nonprofits,22000.0,United States,Connecticut,Mystic,11 - 20 years,8 - 10 years,Master's degree,Woman,White
learning advisor,35-44,recruitment or hr,58373.74769985688,Canada,Other,Toronto,11 - 20 years,8 - 10 years,College degree,Woman,White
senior consultant,25-34,business or consulting,86000.0,United States,District of Columbia,Washington D.C.,11 - 20 years,8 - 10 years,College degree,Woman,White
member and donor coordinator,35-44,nonprofits,38500.0,United States,Virginia,Richmond,21 - 30 years,11 - 20 years,Master's degree,Woman,White
copywriter,25-34,"marketing, advertising & pr",51610.7,Germany,Other,Berlin,5-7 years,2 - 4 years,Master's degree,Woman,White
physician assistant ,35-44,health care,90000.0,United States,North Carolina,Wake Forest,8 - 10 years,2 - 4 years,Master's degree,Woman,White
assistant professor,35-44,education (higher education),74000.0,United States,New York,Albany,11 - 20 years,11 - 20 years,PhD,Woman,White
analyst,35-44,computing or tech,170000.0,United States,Pennsylvania,philly,11 - 20 years,11 - 20 years,College degree,Woman,White
research manager,25-34,nonprofits,60000.0,United States,District of Columbia,Washington,5-7 years,5-7 years,Master's degree,Woman,White
software developer,55-64,computing or tech,95194.11163361276,Canada,Other,Toronto,31 - 40 years,31 - 40 years,College degree,Man,White
archivist,55-64,municipal library,63000.0,United States,Massachusetts,Kingston,21 - 30 years,21 - 30 years,Master's degree,Woman,Another option not listed here or prefer not to answer
